show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,latitude,longitude
s7,Movie,My Little Pony: A New Generation,Robert Cullen,Elizabeth Perkins,,"September 24, 2021",2021,PG,91 min,Children & Family Movies,"Equestria's divided. But a bright-eyed hero believes Earth Ponies, Pegasi and Unicorns should be pals — and, hoof to heart, she’s determined to prove it.",,
s7,Movie,My Little Pony: A New Generation,Robert Cullen,Jane Krakowski,,"September 24, 2021",2021,PG,91 min,Children & Family Movies,"Equestria's divided. But a bright-eyed hero believes Earth Ponies, Pegasi and Unicorns should be pals — and, hoof to heart, she’s determined to prove it.",,
s7,Movie,My Little Pony: A New Generation,Robert Cullen,Michael McKean,,"September 24, 2021",2021,PG,91 min,Children & Family Movies,"Equestria's divided. But a bright-eyed hero believes Earth Ponies, Pegasi and Unicorns should be pals — and, hoof to heart, she’s determined to prove it.",,
s7,Movie,My Little Pony: A New Generation,Robert Cullen,Phil LaMarr,,"September 24, 2021",2021,PG,91 min,Children & Family Movies,"Equestria's divided. But a bright-eyed hero believes Earth Ponies, Pegasi and Unicorns should be pals — and, hoof to heart, she’s determined to prove it.",,
s7,Movie,My Little Pony: A New Generation,José Luis Ucha,Vanessa Hudgens,,"September 24, 2021",2021,PG,91 min,Children & Family Movies,"Equestria's divided. But a bright-eyed hero believes Earth Ponies, Pegasi and Unicorns should be pals — and, hoof to heart, she’s determined to prove it.",,
s7,Movie,My Little Pony: A New Generation,José Luis Ucha,Kimiko Glenn,,"September 24, 2021",2021,PG,91 min,Children & Family Movies,"Equestria's divided. But a bright-eyed hero believes Earth Ponies, Pegasi and Unicorns should be pals — and, hoof to heart, she’s determined to prove it.",,
s7,Movie,My Little Pony: A New Generation,José Luis Ucha,James Marsden,,"September 24, 2021",2021,PG,91 min,Children & Family Movies,"Equestria's divided. But a bright-eyed hero believes Earth Ponies, Pegasi and Unicorns should be pals — and, hoof to heart, she’s determined to prove it.",,
s7,Movie,My Little Pony: A New Generation,José Luis Ucha,Sofia Carson,,"September 24, 2021",2021,PG,91 min,Children & Family Movies,"Equestria's divided. But a bright-eyed hero believes Earth Ponies, Pegasi and Unicorns should be pals — and, hoof to heart, she’s determined to prove it.",,
s7,Movie,My Little Pony: A New Generation,José Luis Ucha,Liza Koshy,,"September 24, 2021",2021,PG,91 min,Children & Family Movies,"Equestria's divided. But a bright-eyed hero believes Earth Ponies, Pegasi and Unicorns should be pals — and, hoof to heart, she’s determined to prove it.",,
s7,Movie,My Little Pony: A New Generation,José Luis Ucha,Ken Jeong,,"September 24, 2021",2021,PG,91 min,Children & Family Movies,"Equestria's divided. But a bright-eyed hero believes Earth Ponies, Pegasi and Unicorns should be pals — and, hoof to heart, she’s determined to prove it.",,
s7,Movie,My Little Pony: A New Generation,José Luis Ucha,Elizabeth Perkins,,"September 24, 2021",2021,PG,91 min,Children & Family Movies,"Equestria's divided. But a bright-eyed hero believes Earth Ponies, Pegasi and Unicorns should be pals — and, hoof to heart, she’s determined to prove it.",,
s7,Movie,My Little Pony: A New Generation,José Luis Ucha,Jane Krakowski,,"September 24, 2021",2021,PG,91 min,Children & Family Movies,"Equestria's divided. But a bright-eyed hero believes Earth Ponies, Pegasi and Unicorns should be pals — and, hoof to heart, she’s determined to prove it.",,
s7,Movie,My Little Pony: A New Generation,José Luis Ucha,Michael McKean,,"September 24, 2021",2021,PG,91 min,Children & Family Movies,"Equestria's divided. But a bright-eyed hero believes Earth Ponies, Pegasi and Unicorns should be pals — and, hoof to heart, she’s determined to prove it.",,
s7,Movie,My Little Pony: A New Generation,José Luis Ucha,Phil LaMarr,,"September 24, 2021",2021,PG,91 min,Children & Family Movies,"Equestria's divided. But a bright-eyed hero believes Earth Ponies, Pegasi and Unicorns should be pals — and, hoof to heart, she’s determined to prove it.",,
s8,Movie,Sankofa,Haile Gerima,Kofi Ghanaba,United States,"September 24, 2021",1993,TV-MA,125 min,Dramas,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",39.7837304,-100.445882
s8,Movie,Sankofa,Haile Gerima,Kofi Ghanaba,United States,"September 24, 2021",1993,TV-MA,125 min,Independent Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",39.7837304,-100.445882
s8,Movie,Sankofa,Haile Gerima,Kofi Ghanaba,United States,"September 24, 2021",1993,TV-MA,125 min,International Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",39.7837304,-100.445882
s8,Movie,Sankofa,Haile Gerima,Kofi Ghanaba,Ghana,"September 24, 2021",1993,TV-MA,125 min,Dramas,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",8.0300284,-1.0800271
s8,Movie,Sankofa,Haile Gerima,Kofi Ghanaba,Ghana,"September 24, 2021",1993,TV-MA,125 min,Independent Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",8.0300284,-1.0800271
s8,Movie,Sankofa,Haile Gerima,Kofi Ghanaba,Ghana,"September 24, 2021",1993,TV-MA,125 min,International Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",8.0300284,-1.0800271
s8,Movie,Sankofa,Haile Gerima,Kofi Ghanaba,Burkina Faso,"September 24, 2021",1993,TV-MA,125 min,Dramas,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",12.0753083,-1.6880314
s8,Movie,Sankofa,Haile Gerima,Kofi Ghanaba,Burkina Faso,"September 24, 2021",1993,TV-MA,125 min,Independent Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",12.0753083,-1.6880314
s8,Movie,Sankofa,Haile Gerima,Kofi Ghanaba,Burkina Faso,"September 24, 2021",1993,TV-MA,125 min,International Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",12.0753083,-1.6880314
s8,Movie,Sankofa,Haile Gerima,Kofi Ghanaba,United Kingdom,"September 24, 2021",1993,TV-MA,125 min,Dramas,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",54.7023545,-3.2765753
s8,Movie,Sankofa,Haile Gerima,Kofi Ghanaba,United Kingdom,"September 24, 2021",1993,TV-MA,125 min,Independent Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",54.7023545,-3.2765753
s8,Movie,Sankofa,Haile Gerima,Kofi Ghanaba,United Kingdom,"September 24, 2021",1993,TV-MA,125 min,International Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",54.7023545,-3.2765753
s8,Movie,Sankofa,Haile Gerima,Kofi Ghanaba,Germany,"September 24, 2021",1993,TV-MA,125 min,Dramas,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",51.1638175,10.4478313
s8,Movie,Sankofa,Haile Gerima,Kofi Ghanaba,Germany,"September 24, 2021",1993,TV-MA,125 min,Independent Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",51.1638175,10.4478313
s8,Movie,Sankofa,Haile Gerima,Kofi Ghanaba,Germany,"September 24, 2021",1993,TV-MA,125 min,International Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",51.1638175,10.4478313
s8,Movie,Sankofa,Haile Gerima,Kofi Ghanaba,Ethiopia,"September 24, 2021",1993,TV-MA,125 min,Dramas,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",10.2116702,38.6521203
s8,Movie,Sankofa,Haile Gerima,Kofi Ghanaba,Ethiopia,"September 24, 2021",1993,TV-MA,125 min,Independent Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",10.2116702,38.6521203
s8,Movie,Sankofa,Haile Gerima,Kofi Ghanaba,Ethiopia,"September 24, 2021",1993,TV-MA,125 min,International Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",10.2116702,38.6521203
s8,Movie,Sankofa,Haile Gerima,Oyafunmike Ogunlano,United States,"September 24, 2021",1993,TV-MA,125 min,Dramas,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",39.7837304,-100.445882
s8,Movie,Sankofa,Haile Gerima,Oyafunmike Ogunlano,United States,"September 24, 2021",1993,TV-MA,125 min,Independent Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",39.7837304,-100.445882
s8,Movie,Sankofa,Haile Gerima,Oyafunmike Ogunlano,United States,"September 24, 2021",1993,TV-MA,125 min,International Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",39.7837304,-100.445882
s8,Movie,Sankofa,Haile Gerima,Oyafunmike Ogunlano,Ghana,"September 24, 2021",1993,TV-MA,125 min,Dramas,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",8.0300284,-1.0800271
s8,Movie,Sankofa,Haile Gerima,Oyafunmike Ogunlano,Ghana,"September 24, 2021",1993,TV-MA,125 min,Independent Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",8.0300284,-1.0800271
s8,Movie,Sankofa,Haile Gerima,Oyafunmike Ogunlano,Ghana,"September 24, 2021",1993,TV-MA,125 min,International Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",8.0300284,-1.0800271
s8,Movie,Sankofa,Haile Gerima,Oyafunmike Ogunlano,Burkina Faso,"September 24, 2021",1993,TV-MA,125 min,Dramas,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",12.0753083,-1.6880314
s8,Movie,Sankofa,Haile Gerima,Oyafunmike Ogunlano,Burkina Faso,"September 24, 2021",1993,TV-MA,125 min,Independent Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",12.0753083,-1.6880314
s8,Movie,Sankofa,Haile Gerima,Oyafunmike Ogunlano,Burkina Faso,"September 24, 2021",1993,TV-MA,125 min,International Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",12.0753083,-1.6880314
s8,Movie,Sankofa,Haile Gerima,Oyafunmike Ogunlano,United Kingdom,"September 24, 2021",1993,TV-MA,125 min,Dramas,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",54.7023545,-3.2765753
s8,Movie,Sankofa,Haile Gerima,Oyafunmike Ogunlano,United Kingdom,"September 24, 2021",1993,TV-MA,125 min,Independent Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",54.7023545,-3.2765753
s8,Movie,Sankofa,Haile Gerima,Oyafunmike Ogunlano,United Kingdom,"September 24, 2021",1993,TV-MA,125 min,International Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",54.7023545,-3.2765753
s8,Movie,Sankofa,Haile Gerima,Oyafunmike Ogunlano,Germany,"September 24, 2021",1993,TV-MA,125 min,Dramas,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",51.1638175,10.4478313
s8,Movie,Sankofa,Haile Gerima,Oyafunmike Ogunlano,Germany,"September 24, 2021",1993,TV-MA,125 min,Independent Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",51.1638175,10.4478313
s8,Movie,Sankofa,Haile Gerima,Oyafunmike Ogunlano,Germany,"September 24, 2021",1993,TV-MA,125 min,International Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",51.1638175,10.4478313
s8,Movie,Sankofa,Haile Gerima,Oyafunmike Ogunlano,Ethiopia,"September 24, 2021",1993,TV-MA,125 min,Dramas,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",10.2116702,38.6521203
s8,Movie,Sankofa,Haile Gerima,Oyafunmike Ogunlano,Ethiopia,"September 24, 2021",1993,TV-MA,125 min,Independent Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",10.2116702,38.6521203
s8,Movie,Sankofa,Haile Gerima,Oyafunmike Ogunlano,Ethiopia,"September 24, 2021",1993,TV-MA,125 min,International Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",10.2116702,38.6521203
s8,Movie,Sankofa,Haile Gerima,Alexandra Duah,United States,"September 24, 2021",1993,TV-MA,125 min,Dramas,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",39.7837304,-100.445882
s8,Movie,Sankofa,Haile Gerima,Alexandra Duah,United States,"September 24, 2021",1993,TV-MA,125 min,Independent Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",39.7837304,-100.445882
s8,Movie,Sankofa,Haile Gerima,Alexandra Duah,United States,"September 24, 2021",1993,TV-MA,125 min,International Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",39.7837304,-100.445882
s8,Movie,Sankofa,Haile Gerima,Alexandra Duah,Ghana,"September 24, 2021",1993,TV-MA,125 min,Dramas,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",8.0300284,-1.0800271
s8,Movie,Sankofa,Haile Gerima,Alexandra Duah,Ghana,"September 24, 2021",1993,TV-MA,125 min,Independent Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",8.0300284,-1.0800271
s8,Movie,Sankofa,Haile Gerima,Alexandra Duah,Ghana,"September 24, 2021",1993,TV-MA,125 min,International Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",8.0300284,-1.0800271
s8,Movie,Sankofa,Haile Gerima,Alexandra Duah,Burkina Faso,"September 24, 2021",1993,TV-MA,125 min,Dramas,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",12.0753083,-1.6880314
s8,Movie,Sankofa,Haile Gerima,Alexandra Duah,Burkina Faso,"September 24, 2021",1993,TV-MA,125 min,Independent Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",12.0753083,-1.6880314
s8,Movie,Sankofa,Haile Gerima,Alexandra Duah,Burkina Faso,"September 24, 2021",1993,TV-MA,125 min,International Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",12.0753083,-1.6880314
s8,Movie,Sankofa,Haile Gerima,Alexandra Duah,United Kingdom,"September 24, 2021",1993,TV-MA,125 min,Dramas,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",54.7023545,-3.2765753
s8,Movie,Sankofa,Haile Gerima,Alexandra Duah,United Kingdom,"September 24, 2021",1993,TV-MA,125 min,Independent Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",54.7023545,-3.2765753
s8,Movie,Sankofa,Haile Gerima,Alexandra Duah,United Kingdom,"September 24, 2021",1993,TV-MA,125 min,International Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",54.7023545,-3.2765753
s8,Movie,Sankofa,Haile Gerima,Alexandra Duah,Germany,"September 24, 2021",1993,TV-MA,125 min,Dramas,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",51.1638175,10.4478313
s8,Movie,Sankofa,Haile Gerima,Alexandra Duah,Germany,"September 24, 2021",1993,TV-MA,125 min,Independent Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",51.1638175,10.4478313
s8,Movie,Sankofa,Haile Gerima,Alexandra Duah,Germany,"September 24, 2021",1993,TV-MA,125 min,International Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",51.1638175,10.4478313
s8,Movie,Sankofa,Haile Gerima,Alexandra Duah,Ethiopia,"September 24, 2021",1993,TV-MA,125 min,Dramas,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",10.2116702,38.6521203
s8,Movie,Sankofa,Haile Gerima,Alexandra Duah,Ethiopia,"September 24, 2021",1993,TV-MA,125 min,Independent Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",10.2116702,38.6521203
s8,Movie,Sankofa,Haile Gerima,Alexandra Duah,Ethiopia,"September 24, 2021",1993,TV-MA,125 min,International Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",10.2116702,38.6521203
s8,Movie,Sankofa,Haile Gerima,Nick Medley,United States,"September 24, 2021",1993,TV-MA,125 min,Dramas,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",39.7837304,-100.445882
s8,Movie,Sankofa,Haile Gerima,Nick Medley,United States,"September 24, 2021",1993,TV-MA,125 min,Independent Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",39.7837304,-100.445882
s8,Movie,Sankofa,Haile Gerima,Nick Medley,United States,"September 24, 2021",1993,TV-MA,125 min,International Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",39.7837304,-100.445882
s8,Movie,Sankofa,Haile Gerima,Nick Medley,Ghana,"September 24, 2021",1993,TV-MA,125 min,Dramas,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",8.0300284,-1.0800271
s8,Movie,Sankofa,Haile Gerima,Nick Medley,Ghana,"September 24, 2021",1993,TV-MA,125 min,Independent Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",8.0300284,-1.0800271
s8,Movie,Sankofa,Haile Gerima,Nick Medley,Ghana,"September 24, 2021",1993,TV-MA,125 min,International Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",8.0300284,-1.0800271
s8,Movie,Sankofa,Haile Gerima,Nick Medley,Burkina Faso,"September 24, 2021",1993,TV-MA,125 min,Dramas,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",12.0753083,-1.6880314
s8,Movie,Sankofa,Haile Gerima,Nick Medley,Burkina Faso,"September 24, 2021",1993,TV-MA,125 min,Independent Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",12.0753083,-1.6880314
s8,Movie,Sankofa,Haile Gerima,Nick Medley,Burkina Faso,"September 24, 2021",1993,TV-MA,125 min,International Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",12.0753083,-1.6880314
s8,Movie,Sankofa,Haile Gerima,Nick Medley,United Kingdom,"September 24, 2021",1993,TV-MA,125 min,Dramas,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",54.7023545,-3.2765753
s8,Movie,Sankofa,Haile Gerima,Nick Medley,United Kingdom,"September 24, 2021",1993,TV-MA,125 min,Independent Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",54.7023545,-3.2765753
s8,Movie,Sankofa,Haile Gerima,Nick Medley,United Kingdom,"September 24, 2021",1993,TV-MA,125 min,International Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",54.7023545,-3.2765753
s8,Movie,Sankofa,Haile Gerima,Nick Medley,Germany,"September 24, 2021",1993,TV-MA,125 min,Dramas,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",51.1638175,10.4478313
s8,Movie,Sankofa,Haile Gerima,Nick Medley,Germany,"September 24, 2021",1993,TV-MA,125 min,Independent Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",51.1638175,10.4478313
s8,Movie,Sankofa,Haile Gerima,Nick Medley,Germany,"September 24, 2021",1993,TV-MA,125 min,International Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",51.1638175,10.4478313
s8,Movie,Sankofa,Haile Gerima,Nick Medley,Ethiopia,"September 24, 2021",1993,TV-MA,125 min,Dramas,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",10.2116702,38.6521203
s8,Movie,Sankofa,Haile Gerima,Nick Medley,Ethiopia,"September 24, 2021",1993,TV-MA,125 min,Independent Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",10.2116702,38.6521203
s8,Movie,Sankofa,Haile Gerima,Nick Medley,Ethiopia,"September 24, 2021",1993,TV-MA,125 min,International Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",10.2116702,38.6521203
s8,Movie,Sankofa,Haile Gerima,Mutabaruka,United States,"September 24, 2021",1993,TV-MA,125 min,Dramas,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",39.7837304,-100.445882
s8,Movie,Sankofa,Haile Gerima,Mutabaruka,United States,"September 24, 2021",1993,TV-MA,125 min,Independent Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",39.7837304,-100.445882
s8,Movie,Sankofa,Haile Gerima,Mutabaruka,United States,"September 24, 2021",1993,TV-MA,125 min,International Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",39.7837304,-100.445882
s8,Movie,Sankofa,Haile Gerima,Mutabaruka,Ghana,"September 24, 2021",1993,TV-MA,125 min,Dramas,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",8.0300284,-1.0800271
s8,Movie,Sankofa,Haile Gerima,Mutabaruka,Ghana,"September 24, 2021",1993,TV-MA,125 min,Independent Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",8.0300284,-1.0800271
s8,Movie,Sankofa,Haile Gerima,Mutabaruka,Ghana,"September 24, 2021",1993,TV-MA,125 min,International Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",8.0300284,-1.0800271
s8,Movie,Sankofa,Haile Gerima,Mutabaruka,Burkina Faso,"September 24, 2021",1993,TV-MA,125 min,Dramas,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",12.0753083,-1.6880314
s8,Movie,Sankofa,Haile Gerima,Mutabaruka,Burkina Faso,"September 24, 2021",1993,TV-MA,125 min,Independent Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",12.0753083,-1.6880314
s8,Movie,Sankofa,Haile Gerima,Mutabaruka,Burkina Faso,"September 24, 2021",1993,TV-MA,125 min,International Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",12.0753083,-1.6880314
s8,Movie,Sankofa,Haile Gerima,Mutabaruka,United Kingdom,"September 24, 2021",1993,TV-MA,125 min,Dramas,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",54.7023545,-3.2765753
s8,Movie,Sankofa,Haile Gerima,Mutabaruka,United Kingdom,"September 24, 2021",1993,TV-MA,125 min,Independent Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",54.7023545,-3.2765753
s8,Movie,Sankofa,Haile Gerima,Mutabaruka,United Kingdom,"September 24, 2021",1993,TV-MA,125 min,International Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",54.7023545,-3.2765753
s8,Movie,Sankofa,Haile Gerima,Mutabaruka,Germany,"September 24, 2021",1993,TV-MA,125 min,Dramas,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",51.1638175,10.4478313
s8,Movie,Sankofa,Haile Gerima,Mutabaruka,Germany,"September 24, 2021",1993,TV-MA,125 min,Independent Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",51.1638175,10.4478313
s8,Movie,Sankofa,Haile Gerima,Mutabaruka,Germany,"September 24, 2021",1993,TV-MA,125 min,International Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",51.1638175,10.4478313
s8,Movie,Sankofa,Haile Gerima,Mutabaruka,Ethiopia,"September 24, 2021",1993,TV-MA,125 min,Dramas,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",10.2116702,38.6521203
s8,Movie,Sankofa,Haile Gerima,Mutabaruka,Ethiopia,"September 24, 2021",1993,TV-MA,125 min,Independent Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",10.2116702,38.6521203
s8,Movie,Sankofa,Haile Gerima,Mutabaruka,Ethiopia,"September 24, 2021",1993,TV-MA,125 min,International Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",10.2116702,38.6521203
s8,Movie,Sankofa,Haile Gerima,Afemo Omilami,United States,"September 24, 2021",1993,TV-MA,125 min,Dramas,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",39.7837304,-100.445882
s8,Movie,Sankofa,Haile Gerima,Afemo Omilami,United States,"September 24, 2021",1993,TV-MA,125 min,Independent Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",39.7837304,-100.445882
s8,Movie,Sankofa,Haile Gerima,Afemo Omilami,United States,"September 24, 2021",1993,TV-MA,125 min,International Movies,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",39.7837304,-100.445882
